CtsUrn,Comments,VisualEvidence,FolioUrn
"urn:cts:greekLit:tlg5026.msA.hmt:1.554","127th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.21812822,0.24674965,0.19859985,0.04702628","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.555","128th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.20854827,0.29156293,0.21628592,0.06168741","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.556","129th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.20744289,0.35269710,0.20817981,0.06832642","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.557","130th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.21775976,0.40746888,0.19675755,0.03734440","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.558","131st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.19528371,0.43153527,0.21960206,0.05006916","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.559","132nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.20117907,0.46445367,0.22070744,0.11977870","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.560","133rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.20007369,0.56846473,0.21849668,0.13112033","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.561","134th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.20081061,0.68962656,0.61385409,0.03485477","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.562","135th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.20191599,0.70290456,0.63522476,0.05864454","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.563","136th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA015VN_0517.v1@0.22070744,0.74550484,0.60169492,0.03706777","urn:cite:hmt:msA.15v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.594","137th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.17980840,0.08630705,0.50147384,0.02130014","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.595","138th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.19196758,0.08879668,0.59211496,0.03623790","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.596","139th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.18644068,0.11369295,0.59395726,0.01853389","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.597","140th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.18644068,0.12226833,0.61569639,0.02904564","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.598","141st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.17317612,0.14163209,0.61053795,0.05145228","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.599","142nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.57774503,0.19059474,0.19491525,0.02849239","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.600","143rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.57663965,0.21300138,0.19749447,0.05172891","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.601","144th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.57479735,0.25006916,0.21702284,0.13112033","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.602","145th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.55342668,0.37676349,0.23139278,0.09543568","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.603","146th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.56963891,0.45670816,0.21665438,0.06030429","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.604","147th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.57369197,0.51424620,0.21112749,0.03734440","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.605","148th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.57700811,0.54052559,0.19896831,0.02461964","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.606","149th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.67464996,0.55103734,0.11790715,0.01410788","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.607","150th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.57516581,0.56182573,0.22328666,0.01604426","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.608","151st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.15438467,0.56846473,0.63485630,0.20082988","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.609","152nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.15106853,0.76099585,0.63817244,0.02876902","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.610","153rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.15106853,0.77731674,0.62232867,0.05228216","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.611","154th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016RN_0017.v1@0.15217391,0.82074689,0.63264554,0.04453665","urn:cite:hmt:msA.16r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.652","155th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.19970523,0.10650069,0.31761238,0.01466113","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.653","156th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.21260133,0.10511757,0.57811349,0.03789765","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.654","157th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.27229182,0.12973721,0.37030214,0.01549101","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.655","158th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.21075903,0.12835408,0.60648489,0.02821577","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.656","159th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.20928519,0.15214385,0.59432572,0.03762102","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.657","160th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.20707443,0.17344398,0.59616802,0.04674965","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.658","161st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.19933677,0.20802213,0.20744289,0.03817427","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.659","162nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.20007369,0.24204703,0.20670597,0.07053942","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.660","163rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.20523213,0.29709544,0.21112749,0.08381743","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.661","164th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.19528371,0.37731674,0.21812822,0.07524205","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.662","165th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.19528371,0.43679115,0.21518055,0.03679115","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.663","166th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.20265291,0.45975104,0.21518055,0.02600277","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.664","167th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.19823139,0.48298755,0.23470892,0.04840941","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.665","168th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.19233604,0.52946058,0.20854827,0.03651452","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.666","169th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.19380987,0.56182573,0.21260133,0.04979253","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.667","170th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.19454679,0.59585062,0.21775976,0.15380360","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.668","171st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA016VN_0518.v1@0.47494473,0.70760719,0.32977155,0.08686030","urn:cite:hmt:msA.16v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.720","172nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.16838615,0.08658368,0.39535741,0.01825726","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.721","173rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.16949153,0.08907331,0.61053795,0.02323651","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.722","174th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.16875461,0.09930844,0.59653648,0.03430152","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.723","175th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.16322771,0.12254495,0.62196021,0.04923928","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.724","176th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.15733235,0.15878285,0.61459101,0.03236515","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.725","177th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.57663965,0.18257261,0.20154753,0.05421853","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.726","178th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.57221813,0.22461964,0.22181282,0.17759336","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.727","179th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.55969049,0.39529737,0.22070744,0.30345781","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.728","180th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.14996315,0.69073306,0.62785556,0.05670816","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.729","181st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.15696389,0.73305671,0.62343405,0.06085754","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.730","182nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.16138541,0.77869986,0.61938099,0.02710927","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.731","183rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.16101695,0.79170124,0.60648489,0.03015214","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.732","184th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.27266028,0.80414938,0.42262343,0.01742739","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.861","186th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.16064849,0.80193638,0.62785556,0.02323651","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.733","185th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.16175387,0.81438451,0.61606485,0.02185339","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.734","187th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017RN_0018.v1@0.37030214,0.82268326,0.38983051,0.01493776","urn:cite:hmt:msA.17r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.793","188th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.19012528,0.10733057,0.62380251,0.05062241","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.794","189th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.20154753,0.14052559,0.61238025,0.04011065","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.795","190th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.19749447,0.17344398,0.61717023,0.03817427","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.796","191st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.18865144,0.20027663,0.22439204,0.11535270","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.797","192nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.18865144,0.29792531,0.22439204,0.06417704","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.798","193rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.19933677,0.34882434,0.21370671,0.05919779","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.799","194th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.21186441,0.39142462,0.20117907,0.05200553","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.800","195th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.20154753,0.42821577,0.22033898,0.10650069","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.801","196th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.20854827,0.51839557,0.21370671,0.05117566","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.802","197th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.20596905,0.55186722,0.21296979,0.05449516","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.803","198th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA017VN_0519.v1@0.20596905,0.59336100,0.60390567,0.14910097","urn:cite:hmt:msA.17v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.862","199th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.16175387,0.09266943,0.60943257,0.07136929","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.863","200th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.16838615,0.15020747,0.60280029,0.02600277","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.864","201st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.29439941,0.15684647,0.36624908,0.02544952","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.865","202nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.16654385,0.16846473,0.61901253,0.13692946","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.866","203rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.55121592,0.29571231,0.22218128,0.04232365","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.867","204th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.54974208,0.32890733,0.22181282,0.25753804","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.868","205th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.55084746,0.57593361,0.21407517,0.03651452","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.869","206th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.55084746,0.61078838,0.21407517,0.05892116","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.870","207th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.55084746,0.65587828,0.20560059,0.05034578","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.871","208th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.15659543,0.69903181,0.59248342,0.03734440","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.872","209th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.15659543,0.72116183,0.59248342,0.03181189","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.873","210th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018RN_0019.v1@0.15659543,0.73665284,0.59248342,0.02959889","urn:cite:hmt:msA.18r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.928","211th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.24318349,0.10843707,0.45910096,0.01770401","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.929","212th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.24392041,0.11701245,0.59322034,0.02959889","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.930","213th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.24834193,0.12835408,0.59100958,0.02904564","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.931","214th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.24834193,0.14301521,0.60648489,0.03679115","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.932","215th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.23691968,0.17538036,0.61790715,0.03042877","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.933","216th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.24355195,0.18561549,0.59911570,0.05421853","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.934","217th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.23360354,0.23181189,0.21628592,0.05255878","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.935","218th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.23913043,0.27579530,0.21923360,0.08907331","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.936","219th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.24576271,0.36127248,0.21186441,0.03485477","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.937","220th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.24097273,0.39280775,0.21370671,0.09820194","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.938","221st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA018VN_0520.v1@0.24023581,0.48215768,0.20928519,0.04564315","urn:cite:hmt:msA.18v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.988","222nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.16064849,0.09322268,0.45615328,0.01853389","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.989","223rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.16985999,0.09571231,0.59395726,0.02572614","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.990","224th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.16985999,0.10843707,0.59322034,0.02600277","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.991","225th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.16985999,0.12282158,0.59174650,0.02213001","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.992","226th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.15364775,0.13914246,0.49742078,0.01770401","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.993","227th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.17096536,0.14301521,0.59727340,0.05006916","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.994","228th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.56595431,0.17676349,0.20302137,0.07413555","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.995","229th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.55158438,0.24426003,0.23286662,0.02987552","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.996","230th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.55268976,0.26832642,0.21849668,0.28022130","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.997","231st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.54089904,0.54578147,0.23470892,0.13056708","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.998","232nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019RN_0020.v1@0.15549005,0.67192254,0.60427413,0.08188105","urn:cite:hmt:msA.19r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1031","233rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.25165807,0.10539419,0.60022108,0.02766252","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1032","234th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.46094326,0.11784232,0.39093589,0.01798064","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1033","235th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.25313191,0.12641770,0.58732498,0.01715076","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1034","236th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.25386883,0.13831259,0.59469418,0.02627939","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1035","237th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.26271186,0.51424620,0.20117907,0.01410788","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1036","238th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.24649963,0.53775934,0.62527634,0.19695712","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1037","239th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.25644805,0.72448133,0.61495947,0.03347165","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1038","240th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.26860722,0.73333333,0.60280029,0.03513140","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1039","241st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.26860722,0.74716459,0.60280029,0.03264177","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1040","242nd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.26823876,0.76016598,0.61495947,0.03153527","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1041","243rd main scholia of Iliad 1","urn:cite:hmt:vaimg.VA019VN_0521.v1@0.26197494,0.76984786,0.64333088,0.06860304","urn:cite:hmt:msA.19v"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1059","244th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA020RN_0021.v1@0.17907148,0.10235131,0.60390567,0.02600277","urn:cite:hmt:msA.20r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1060","245th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA020RN_0021.v1@0.18754606,0.11811895,0.59616802,0.03153527","urn:cite:hmt:msA.20r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1061","246th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA020RN_0021.v1@0.19123066,0.13775934,0.59469418,0.02406639","urn:cite:hmt:msA.20r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1062","247th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA020RN_0021.v1@0.18791452,0.15020747,0.60058954,0.03374827","urn:cite:hmt:msA.20r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1063","248th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA020RN_0021.v1@0.19196758,0.17178423,0.59948416,0.03596127","urn:cite:hmt:msA.20r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1064","249th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA020RN_0021.v1@0.58069270,0.19612725,0.20523213,0.09377593","urn:cite:hmt:msA.20r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1065","250th main scholia of Iliad 1","urn:cite:hmt:vaimg.VA020RN_0021.v1@0.58364038,0.27607192,0.20191599,0.03817427","urn:cite:hmt:msA.20r"
"urn:cts:greekLit:tlg5026.msA.hmt:1.1066","251st main scholia of Iliad 1","urn:cite:hmt:vaimg.VA020RN_0021.v1@0.57958732,0.29903181,0.22328666,0.08354080","urn:cite:hmt:msA.20r"
